127.0.0.1,2026-03-11 19:24:44.281699,Real (87.11%)
127.0.0.1,2026-03-11 19:31:08.905761,Real (87.11%)
127.0.0.1,2026-03-11 19:57:05.550342,Real (76.16%)
127.0.0.1,2026-03-11 19:57:05.709978,Real (76.16%)
127.0.0.1,2026-03-11 20:19:19.828190,Real (76.16%)
127.0.0.1,2026-03-11 20:19:23.730777,Real (76.16%)
127.0.0.1,2026-03-11 20:25:36.480652,Real (76.16%)
127.0.0.1,2026-03-11 20:36:06.946501,Real (76.16%)
127.0.0.1,2026-03-11 20:36:41.036246,Real (93.50%)
127.0.0.1,2026-03-11 20:37:39.205208,Real (98.53%)
127.0.0.1,2026-03-11 20:38:04.965175,Real (89.89%)
127.0.0.1,2026-03-11 20:52:15.099071,Real (52.24%)
127.0.0.1,2026-03-11 20:52:43.081176,Real (71.26%)
127.0.0.1,2026-03-11 20:54:15.355594,Real (71.26%)
127.0.0.1,2026-03-11 20:54:37.097063,Real (73.71%)
127.0.0.1,2026-03-11 20:54:57.134765,Real (52.24%)
127.0.0.1,2026-03-11 20:55:59.485147,Fake (26.29%)
127.0.0.1,2026-03-11 20:56:00.566326,Fake (26.29%)
127.0.0.1,2026-03-11 20:56:24.401320,Fake (28.74%)
127.0.0.1,2026-03-11 20:57:10.055748,Real (98.25%)
127.0.0.1,2026-03-11 20:57:56.728541,Fake (56.99%)
127.0.0.1,2026-03-11 21:01:04.888545,Fake (27.04%)
127.0.0.1,2026-03-11 21:08:50.358372,Fake (11.70%)
127.0.0.1,2026-03-11 21:11:42.199089,Real (90.40%)
127.0.0.1,2026-03-12 10:34:35.708129,Fake (40.44%)
127.0.0.1,2026-03-12 10:34:36.415196,Fake (40.44%)
127.0.0.1,2026-03-12 10:34:55.991427,Fake (71.06%)
127.0.0.1,2026-03-12 10:35:11.213434,Real (90.40%)
127.0.0.1,2026-03-12 10:45:59.911256,Fake (40.44%)
127.0.0.1,2026-03-12 10:46:27.391909,Fake (40.44%)
127.0.0.1,2026-03-12 10:46:46.365055,Real (90.40%)
127.0.0.1,2026-03-12 10:59:46.571886,Real (90.40%)
127.0.0.1,2026-03-12 11:00:12.793409,Real (90.40%)
127.0.0.1,2026-03-12 11:00:28.369358,Fake (26.29%)
127.0.0.1,2026-03-12 11:00:44.974223,Fake (61.44%)
127.0.0.1,2026-03-12 11:00:57.831489,Fake (40.28%)
127.0.0.1,2026-03-12 11:01:15.631438,Fake (29.89%)
127.0.0.1,2026-03-12 11:01:39.140492,Real (98.25%)
127.0.0.1,2026-03-12 11:15:05.789529,Fake (47.76%)
127.0.0.1,2026-03-12 11:16:00.362400,Real (90.40%)
127.0.0.1,2026-03-12 11:16:36.135707,Real (98.25%)
127.0.0.1,2026-03-12 11:19:43.731857,Fake (40.11%)
127.0.0.1,2026-03-12 11:20:02.328365,Real (98.25%)
127.0.0.1,2026-04-17 11:22:59.211956,Fake
127.0.0.1,2026-04-17 11:23:22.977183,Fake
127.0.0.1,2026-04-17 11:39:22.430012,Real
127.0.0.1,2026-04-17 11:39:44.545902,Fake
127.0.0.1,2026-04-17 11:40:17.571039,Fake
127.0.0.1,2026-04-17 11:43:15.006338,Fake
127.0.0.1,2026-04-17 11:43:32.068909,Real
127.0.0.1,2026-04-17 11:43:51.878337,Real
127.0.0.1,2026-04-17 11:44:17.855504,Fake
127.0.0.1,2026-04-17 11:45:57.376477,Fake
127.0.0.1,2026-04-17 11:46:23.753149,Fake
127.0.0.1,2026-04-17 11:46:34.774066,Real
127.0.0.1,2026-04-17 11:47:04.566959,Fake
127.0.0.1,2026-04-17 12:49:18.126351,Real
127.0.0.1,2026-04-17 12:49:40.979094,Fake
127.0.0.1,2026-04-17 12:50:56.455622,Fake
127.0.0.1,2026-04-17 12:51:33.745776,Real
127.0.0.1,2026-04-27 11:12:00.645650,Real
127.0.0.1,2026-04-27 11:12:01.086932,Real
127.0.0.1,2026-04-27 11:13:40.263821,Fake
127.0.0.1,2026-04-27 11:14:02.753176,Fake
127.0.0.1,2026-04-27 11:14:22.089197,Fake
127.0.0.1,2026-04-27 11:15:03.808026,Fake
127.0.0.1,2026-04-27 11:17:07.281788,Fake
127.0.0.1,2026-04-27 11:19:31.678930,Fake
127.0.0.1,2026-04-27 11:20:16.942814,Real
127.0.0.1,2026-04-27 11:20:27.638210,Fake
127.0.0.1,2026-04-27 11:24:42.198304,Real
127.0.0.1,2026-04-27 11:25:22.312610,Real
127.0.0.1,2026-04-27 11:26:32.070265,Fake
127.0.0.1,2026-04-27 11:28:35.380420,Real
127.0.0.1,2026-04-27 11:29:19.455414,Fake
127.0.0.1,2026-04-27 11:32:18.690809,Fake
127.0.0.1,2026-04-27 11:33:02.397029,Fake
127.0.0.1,2026-04-27 11:34:46.687626,Fake
127.0.0.1,2026-04-27 11:37:58.195185,Real
127.0.0.1,2026-04-27 11:55:09.378970,Real
127.0.0.1,2026-04-27 11:55:25.335707,Real
127.0.0.1,2026-04-27 11:56:08.222853,Fake
127.0.0.1,2026-04-27 11:59:43.143682,Fake
127.0.0.1,2026-04-27 11:59:57.225103,Fake
127.0.0.1,2026-04-27 12:00:06.940860,Fake
127.0.0.1,2026-04-27 12:30:49.398631,Fake
127.0.0.1,2026-04-27 12:31:29.217147,Real
127.0.0.1,2026-04-27 12:31:43.707022,Real
127.0.0.1,2026-04-27 12:31:59.590054,Real
127.0.0.1,2026-04-27 12:32:15.797977,Fake
127.0.0.1,2026-04-27 12:32:30.264450,Real
127.0.0.1,2026-04-27 13:50:01.648136,Real
127.0.0.1,2026-04-27 13:51:02.853245,Fake
127.0.0.1,2026-04-27 13:51:26.731874,Real
127.0.0.1,2026-04-27 13:51:39.808019,Real
127.0.0.1,2026-04-27 13:51:57.084198,Real
